phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
N14_ENDOMETRIOSIS_UTERUS	Adenomyosis (Endometriosis of uterus)	XIV Diseases of the genitourinary system (N14_)	5673	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ENDOMETRIOSIS_UTERUS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ENDOMETRIOSIS_UTERUS.gz
N14_ENDOMET_INFERT	Endometriosis diagnosis and infertility diagnosis occurring together	XIV Diseases of the genitourinary system (N14_)	4413	268626	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ENDOMET_INFERT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ENDOMET_INFERT.gz
N14_EROSECTROPUT	Erosion and ectropion of cervix uteri	XIV Diseases of the genitourinary system (N14_)	1072	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_EROSECTROPUT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_EROSECTROPUT.gz
N14_FEMALEGENINF	Inflammatory diseases of female pelvic organs	XIV Diseases of the genitourinary system (N14_)	31500	250564	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALEGENINF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALEGENINF.gz
N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	XIV Diseases of the genitourinary system (N14_)	151904	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALEGENNONINF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALEGENNONINF.gz
N14_FEMALEINFERT	Female infertility	XIV Diseases of the genitourinary system (N14_)	18189	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALEINFERT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALEINFERT.gz
N14_FEMALE_GENITAL_DYSPLASIA_ALL	All dysplastic lesions of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)	13239	268825	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALE_GENITAL_DYSPLASIA_ALL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALE_GENITAL_DYSPLASIA_ALL.gz
N14_FEMALE_GENITAL_HSIL	HSIL lesion of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)	8608	273456	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALE_GENITAL_HSIL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALE_GENITAL_HSIL.gz
N14_FEMALE_GENITAL_LSIL	LSIL lesion of the cervix uteri, vagina or vulva	XIV Diseases of the genitourinary system (N14_)	5877	276187	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALE_GENITAL_LSIL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMALE_GENITAL_LSIL.gz
N14_FEMGENPAIN	Pain and other conditions associated with female genital organs and menstrual cycle	XIV Diseases of the genitourinary system (N14_)	9904	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMGENPAIN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMGENPAIN.gz
N14_FEMGENPROL	Female genital prolapse	XIV Diseases of the genitourinary system (N14_)	23074	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMGENPROL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FEMGENPROL.gz
N14_FIANOV	Female infertility, associated with anovulation	XIV Diseases of the genitourinary system (N14_)	3617	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FIANOV.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FIANOV.gz
N14_FIOTHNAS	Female infertility, cervigal, vaginal, other or unspecified origin	XIV Diseases of the genitourinary system (N14_)	15336	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FIOTHNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FIOTHNAS.gz
N14_FITUB	Female infertility, tubal origin	XIV Diseases of the genitourinary system (N14_)	2038	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FITUB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_FITUB.gz
N14_GENITOUROTH	Other disorders of the genitourinary system	XIV Diseases of the genitourinary system (N14_)	4858	495490	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_GENITOUROTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_GENITOUROTH.gz
N14_GLOMEINOTH	Glomerular disorders in diseases classified elsewhere	XIV Diseases of the genitourinary system (N14_)	4446	492922	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_GLOMEINOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_GLOMEINOTH.gz
N14_GLOMERULAR	Glomerular diseases	XIV Diseases of the genitourinary system (N14_)	7426	492922	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_GLOMERULAR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_GLOMERULAR.gz
N14_GLOMER_NEPHRITIS	Glomerulonephritis	XIV Diseases of the genitourinary system (N14_)	3905	496443	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_GLOMER_NEPHRITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_GLOMER_NEPHRITIS.gz
N14_HYDROCELE	Hydrocele	XIV Diseases of the genitourinary system (N14_)	5108	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_HYDROCELE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_HYDROCELE.gz
N14_HYDRONEPHR	Hydronephrosis	XIV Diseases of the genitourinary system (N14_)	4509	447142	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_HYDRONEPHR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_HYDRONEPHR.gz
N14_HYPERTROPHYBREAST	Hypertrophy of breast	XIV Diseases of the genitourinary system (N14_)	7272	258508	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_HYPERTROPHYBREAST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_HYPERTROPHYBREAST.gz
N14_HYPERTROPHYBREAST_BOTH	Hypertrophy of breast in women and men	XIV Diseases of the genitourinary system (N14_)	8461	475603	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_HYPERTROPHYBREAST_BOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_HYPERTROPHYBREAST_BOTH.gz
N14_IMPOTENCE	Impotence	XIV Diseases of the genitourinary system (N14_)	1919	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_IMPOTENCE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_IMPOTENCE.gz
N14_INFCERVIX	Inflammatory disease of cervix uteri	XIV Diseases of the genitourinary system (N14_)	2426	250564	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_INFCERVIX.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_INFCERVIX.gz
N14_INFLAMMBREAST	Inflammatory disorders of breast	XIV Diseases of the genitourinary system (N14_)	2468	258508	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_INFLAMMBREAST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_INFLAMMBREAST.gz
N14_INFLUTH	Inflammatory disease of uterus	XIV Diseases of the genitourinary system (N14_)	6060	250564	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_INFLUTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_INFLUTH.gz
N14_KIDUROTH	Other disorders of kidney and ureter	XIV Diseases of the genitourinary system (N14_)	4837	495511	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_KIDUROTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_KIDUROTH.gz
N14_LUMPNASBREAST	Unspecified lump in breast	XIV Diseases of the genitourinary system (N14_)	6394	258508	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_LUMPNASBREAST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_LUMPNASBREAST.gz
N14_MALEGEN	Diseases of male genital organs	XIV Diseases of the genitourinary system (N14_)	64711	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MALEGEN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MALEGEN.gz
N14_MALEINFERT	Male infertility	XIV Diseases of the genitourinary system (N14_)	1852	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MALEINFERT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MALEINFERT.gz
N14_MENOPAUSOT	Other menopausal disorders	XIV Diseases of the genitourinary system (N14_)	24386	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MENOPAUSOT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MENOPAUSOT.gz
N14_MENORRHAGIA	Menorrhagia	XIV Diseases of the genitourinary system (N14_)	28642	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MENORRHAGIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MENORRHAGIA.gz
N14_MENSIRREG	Irregular menses	XIV Diseases of the genitourinary system (N14_)	24344	239434	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MENSIRREG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MENSIRREG.gz
N14_MESNRUIRREG	Excessive, frequent and irregular menstruation	XIV Diseases of the genitourinary system (N14_)	50120	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MESNRUIRREG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_MESNRUIRREG.gz
N14_NEPHROTICSYND	Nephrotic syndrome	XIV Diseases of the genitourinary system (N14_)	1106	492922	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_NEPHROTICSYND.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_NEPHROTICSYND.gz
N14_NEUROMUSCDYSBLADD	Neuromuscular dysfunction of bladder	XIV Diseases of the genitourinary system (N14_)	3550	403328	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_NEUROMUSCDYSBLADD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_NEUROMUSCDYSBLADD.gz
N14_OBSTRUREFLUROPATH	Other obstructive and reflux uropathy	XIV Diseases of the genitourinary system (N14_)	1755	447142	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OBSTRUREFLUROPATH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OBSTRUREFLUROPATH.gz
N14_OLIGOMEN	Oligomenorrhoea	XIV Diseases of the genitourinary system (N14_)	1445	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OLIGOMEN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OLIGOMEN.gz
N14_ORHCEPINDIDYMITIS	Orchitis and epididymitis	XIV Diseases of the genitourinary system (N14_)	3741	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ORHCEPINDIDYMITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_ORHCEPINDIDYMITIS.gz
N14_OTHBLADD	Other disorders of  bladder	XIV Diseases of the genitourinary system (N14_)	4699	403328	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHBLADD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHBLADD.gz
N14_OTHDISMALEGEN	Other disorders of male genital organs	XIV Diseases of the genitourinary system (N14_)	1425	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHDISMALEGEN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHDISMALEGEN.gz
N14_OTHETNASKIDUR	Other specified disorders of kidney and ureter	XIV Diseases of the genitourinary system (N14_)	1170	495511	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHETNASKIDUR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHETNASKIDUR.gz
N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	XIV Diseases of the genitourinary system (N14_)	6793	250564	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHFEMPELINF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHFEMPELINF.gz
N14_OTHINFVAGVULV	Other inflammation of vagina/vulva	XIV Diseases of the genitourinary system (N14_)	1382	250564	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHINFVAGVULV.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHINFVAGVULV.gz
N14_OTHNONINFCERVIX	Other noninflammatory disorders of cervix uteri	XIV Diseases of the genitourinary system (N14_)	1865	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFCERVIX.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFCERVIX.gz
N14_OTHNONINFOVA	Other and unspecified noninflammatory disorders of ovary, fallopian tube and broad ligament	XIV Diseases of the genitourinary system (N14_)	1079	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFOVA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFOVA.gz
N14_OTHNONINFUTER	Other noninflammatory disorders of uterus, except cervix	XIV Diseases of the genitourinary system (N14_)	11466	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFUTER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFUTER.gz
N14_OTHNONINFVAG	Other noninflammatory disorders of vagina	XIV Diseases of the genitourinary system (N14_)	3250	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFVAG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFVAG.gz
N14_OTHNONINFVULV	Other noninflammatory disorders of vulva and perineum	XIV Diseases of the genitourinary system (N14_)	3879	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFVULV.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHNONINFVULV.gz
N14_OTHPENIS	Other disorders of penis	XIV Diseases of the genitourinary system (N14_)	3777	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHPENIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OTHPENIS.gz
N14_OVARYCYST	Ovarian cyst	XIV Diseases of the genitourinary system (N14_)	28358	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OVARYCYST.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_OVARYCYST.gz
N14_PHIMOSIS	Redundant prepuce, phimosis and paraphimosis	XIV Diseases of the genitourinary system (N14_)	9687	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PHIMOSIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PHIMOSIS.gz
N14_POLYPFEMGEN	Polyp of the female genital tract	XIV Diseases of the genitourinary system (N14_)	19618	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_POLYPFEMGEN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_POLYPFEMGEN.gz
N14_POSTMENATRVAG	Postmenopausal atrophic vaginitis	XIV Diseases of the genitourinary system (N14_)	12046	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_POSTMENATRVAG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_POSTMENATRVAG.gz
N14_POSTMENBLEED	Postmenopausal bleeding	XIV Diseases of the genitourinary system (N14_)	16009	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_POSTMENBLEED.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_POSTMENBLEED.gz
N14_PROHERNOV	Prolapse and hernia of ovary and fallopian tube	XIV Diseases of the genitourinary system (N14_)	1506	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROHERNOV.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROHERNOV.gz
N14_PROSTAOTH	Other disorders of prostate	XIV Diseases of the genitourinary system (N14_)	1307	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROSTAOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROSTAOTH.gz
N14_PROSTATITIS	Inflammatory diseases of prostate (prostatitis)	XIV Diseases of the genitourinary system (N14_)	5255	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROSTATITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROSTATITIS.gz
N14_PROSTHYPERPLA	Hyperplasia of prostate	XIV Diseases of the genitourinary system (N14_)	41137	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROSTHYPERPLA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PROSTHYPERPLA.gz
N14_PYELONEPHR	Acute tubulo-interstitial nephritis	XIV Diseases of the genitourinary system (N14_)	33228	447142	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PYELONEPHR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_PYELONEPHR.gz
N14_RENALTUB	Renal tubulo-interstitial diseases	XIV Diseases of the genitourinary system (N14_)	53206	447142	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_RENALTUB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_RENALTUB.gz
N14_RENFAIL	Renal failure	XIV Diseases of the genitourinary system (N14_)	19900	480448	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_RENFAIL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_RENFAIL.gz
N14_RENFAILNAS	Unspecified kidney failure	XIV Diseases of the genitourinary system (N14_)	3743	480448	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_RENFAILNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_RENFAILNAS.gz
N14_SALPHOOPH	Salpingitis and oophoritis	XIV Diseases of the genitourinary system (N14_)	7538	250564	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_SALPHOOPH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_SALPHOOPH.gz
N14_SPERMATOCELE	Spermatocele	XIV Diseases of the genitourinary system (N14_)	3014	153573	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_SPERMATOCELE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_SPERMATOCELE.gz
N14_TUBULOINTNEPHRNAS	Tubulo-interstitial nephritis, not specified as acute or chronic	XIV Diseases of the genitourinary system (N14_)	2844	447142	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_TUBULOINTNEPHRNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_TUBULOINTNEPHRNAS.gz
N14_URETHRALSTRICT	Urethral stricture	XIV Diseases of the genitourinary system (N14_)	2132	403328	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_URETHRALSTRICT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_URETHRALSTRICT.gz
N14_URETHRAOTH	Other disorders of urethra and urinary system	XIV Diseases of the genitourinary system (N14_)	46125	403328	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_URETHRAOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_URETHRAOTH.gz
N14_URINOTH	Other diseases of urinary system	XIV Diseases of the genitourinary system (N14_)	97020	403328	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_URINOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_URINOTH.gz
N14_UTER_POLYP	Uterine polyps	XIV Diseases of the genitourinary system (N14_)	3935	130160	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_UTER_POLYP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_UTER_POLYP.gz
N14_VAGINITIS	Vaginitis/vulvovaginitis/vulvitis/abscess of vulva	XIV Diseases of the genitourinary system (N14_)	7279	250564	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VAGINITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VAGINITIS.gz
N14_VULVAL_DYSPLASIA_ALL	All dysplastic lesions of the vulva	XIV Diseases of the genitourinary system (N14_)	1554	280510	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVAL_DYSPLASIA_ALL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVAL_DYSPLASIA_ALL.gz
N14_VULVAL_LSIL	LSIL lesion of the vulva	XIV Diseases of the genitourinary system (N14_)	1047	281017	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVAL_LSIL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVAL_LSIL.gz
N14_VULVOVAGINFINOTH	Vulvovaginal ulceration/inflammation in other diseases	XIV Diseases of the genitourinary system (N14_)	2320	250564	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVOVAGINFINOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_N14_VULVOVAGINFINOTH.gz
NAFLD	Nonalcoholic fatty liver disease	Gastrointestinal endpoints	3504	496844	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_NAFLD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_NAFLD.gz
NECROVASC_FG	Other necrotizing vasculopathies (FG)	Rheuma endpoints	2250	374317	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_NECROVASC_FG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_NECROVASC_FG.gz
NEURODEGOTH	Other degenerative diseases of the nervous system	Comorbidities of Gastrointestinal endpoints	19083	272129	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_NEURODEGOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_NEURODEGOTH.gz
NIV	Non-invasive ventilation	Interstitial lung disease endpoints	10936	211497	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_NIV.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_NIV.gz
NONALLERG_ASTHMA_EXMORE	Non-allergic asthma (mode) (more control exclusions)	Asthma and related endpoints	9758	259839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_NONALLERG_ASTHMA_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_NONALLERG_ASTHMA_EXMORE.gz
O15_ABORT_MEDICAL	Medical abortion	XV Pregnancy, childbirth and the puerperium (O15_)	48485	199279	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ABORT_MEDICAL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ABORT_MEDICAL.gz
O15_ABORT_SPONTAN	Spontaneous abortion	XV Pregnancy, childbirth and the puerperium (O15_)	23167	199279	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ABORT_SPONTAN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ABORT_SPONTAN.gz
O15_ABORT_UNS	Unspecified abortion	XV Pregnancy, childbirth and the puerperium (O15_)	1965	199279	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ABORT_UNS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ABORT_UNS.gz
O15_AMNIOT_OTHER	Other disorders of amniotic fluid and membranes	XV Pregnancy, childbirth and the puerperium (O15_)	6066	221186	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_AMNIOT_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_AMNIOT_OTHER.gz
O15_ANTENAT_ABNORM	Abnormal findings on antenatal screening of mother	XV Pregnancy, childbirth and the puerperium (O15_)	3609	237906	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ANTENAT_ABNORM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ANTENAT_ABNORM.gz
O15_ANTEPART_HAEM_NAS	Antepartum haemorrhage, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	3627	221186	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ANTEPART_HAEM_NAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_ANTEPART_HAEM_NAS.gz
O15_BIRTH_BREAT_INFECT	Infections of breast associated with childbirth	XV Pregnancy, childbirth and the puerperium (O15_)	1398	270228	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_BIRTH_BREAT_INFECT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_BIRTH_BREAT_INFECT.gz
O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	1274	199279	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_COMPLIC_ABORT_ECTOP_MOLAR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_COMPLIC_ABORT_ECTOP_MOLAR.gz
O15_COMPLIC_LAB_DELIV	Complications of labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	67139	214925	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_COMPLIC_LAB_DELIV.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_COMPLIC_LAB_DELIV.gz
O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	11836	270228	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_O15_COMPLIC_PUERP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_O15_COMPLIC_PUERP.gz
